id;title;link
341360230;The_Bisognano-Wichmann_Property_for_Asymptotically_Complete_Massless_QFT;https://www.researchgate.net/publication/341360230_The_Bisognano-Wichmann_Property_for_Asymptotically_Complete_Massless_QFT
341943127;Scaling_and_Entropy_for_the_RG-2_Flow;https://www.researchgate.net/publication/341943127_Scaling_and_Entropy_for_the_RG-2_Flow
339023464;Ricci_curvature_and_quantum_geometry;https://www.researchgate.net/publication/339023464_Ricci_curvature_and_quantum_geometry
260367217;Characterization_of_Local_Observables_in_Integrable_Quantum_Field_Theories;https://www.researchgate.net/publication/260367217_Characterization_of_Local_Observables_in_Integrable_Quantum_Field_Theories
230724519;An_operator_expansion_for_integrable_quantum_field_theories;https://www.researchgate.net/publication/230724519_An_operator_expansion_for_integrable_quantum_field_theories
346536207;Quantum_Spacetime_and_the_Universe_at_the_Big_Bang_Vanishing_Interactions_and_Fading_Degrees_of_Freedom;https://www.researchgate.net/publication/346536207_Quantum_Spacetime_and_the_Universe_at_the_Big_Bang_Vanishing_Interactions_and_Fading_Degrees_of_Freedom
337955414;Equilibrium_States_in_Thermal_Field_Theory_and_in_Algebraic_Quantum_Field_Theory;https://www.researchgate.net/publication/337955414_Equilibrium_States_in_Thermal_Field_Theory_and_in_Algebraic_Quantum_Field_Theory
334332941;Algebraic_field_theory_operads_and_linear_quantization;https://www.researchgate.net/publication/334332941_Algebraic_field_theory_operads_and_linear_quantization
337775601;Linear_Yang-Mills_Theory_as_a_Homotopy_AQFT;https://www.researchgate.net/publication/337775601_Linear_Yang-Mills_Theory_as_a_Homotopy_AQFT
332887117;Higher_Structures_in_Algebraic_Quantum_Field_Theory_LMSEPSRC_Durham_Symposium_on_Higher_Structures_in_M-Theory;https://www.researchgate.net/publication/332887117_Higher_Structures_in_Algebraic_Quantum_Field_Theory_LMSEPSRC_Durham_Symposium_on_Higher_Structures_in_M-Theory
339422654;Homological_perspective_on_edge_modes_in_linear_Yang-Mills_and_Chern-Simons_theory;https://www.researchgate.net/publication/339422654_Homological_perspective_on_edge_modes_in_linear_Yang-Mills_and_Chern-Simons_theory
334821471;Homological_perspective_on_edge_modes_in_linear_Yang-Mills_theory;https://www.researchgate.net/publication/334821471_Homological_perspective_on_edge_modes_in_linear_Yang-Mills_theory
342509572;Abandoning_Galileo's_Ship_The_quest_for_non-relational_empirical_significance;https://www.researchgate.net/publication/342509572_Abandoning_Galileo's_Ship_The_quest_for_non-relational_empirical_significance
337136175;Isolated_systems_and_their_symmetries_part_II_local_and_global_symmetries_of_field_theories;https://www.researchgate.net/publication/337136175_Isolated_systems_and_their_symmetries_part_II_local_and_global_symmetries_of_field_theories
339787293;Gauge-invariance_and_the_empirical_significance_of_symmetries;https://www.researchgate.net/publication/339787293_Gauge-invariance_and_the_empirical_significance_of_symmetries
337136174;Observability_redundancy_and_modality_for_dynamical_symmetry_transformations;https://www.researchgate.net/publication/337136174_Observability_redundancy_and_modality_for_dynamical_symmetry_transformations
337136275;Isolated_Systems_and_their_Symmetries_Part_I_General_Framework_and_Particle-Mechanics_Examples;https://www.researchgate.net/publication/337136275_Isolated_Systems_and_their_Symmetries_Part_I_General_Framework_and_Particle-Mechanics_Examples
345315865;Angular_momentum_without_rotation_turbocharging_relationalism;https://www.researchgate.net/publication/345315865_Angular_momentum_without_rotation_turbocharging_relationalism
342802568;Large_gauge_transformations_gauge_invariance_and_the_QCD_theta-term;https://www.researchgate.net/publication/342802568_Large_gauge_transformations_gauge_invariance_and_the_QCD_theta-term
343415755;Large_gauge_transformations_gauge_invariance_and_the_QCD_theta-term;https://www.researchgate.net/publication/343415755_PhD_ThesisThe_Arrow_of_Time_and_Time_Symmetry_in_non-Relativistic_Quantum_Mechanics
345315864;Absolute_Velocities_Are_Unmeasurable_Response_to_Middleton_and_Murgueitio_Ramirez;https://www.researchgate.net/publication/345315864_Absolute_Velocities_Are_Unmeasurable_Response_to_Middleton_and_Murgueitio_Ramirez
